Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
1013	1	-6183.472	-6195.703	12.23067	1.413161	26.54914	0.211591	0.573434	1.04489	2.17009	7.879028
1014	0	-6176.135	-6177.01	0.8749875	1.476948	26.35643	0.22174	0.584674	1.04904	2.14455	8.308416
1015	1	-6175.836	-6185.148	9.312217	1.757262	27.22325	0.262471	0.626441	1.06253	2.04855	7.987887
1016	0	-6152.335	-6172.36	20.02478	1.596744	25.91403	0.239888	0.603906	1.05563	2.10058	7.57164
1017	1	-6176.339	-6183.632	7.293315	1.482411	27.49657	0.222593	0.585602	1.04937	2.14243	8.059488
1018	0	-6176.938	-6192.957	16.01883	1.610791	30.97019	0.241941	0.606016	1.05632	2.09573	7.692595
1019	1	-6164.476	-6169.94	5.463906	1.387417	27.64596	0.207395	0.568677	1.04306	2.18086	8.123951
1020	0	-6161.862	-6188.013	26.15112	1.653299	27.51944	0.248062	0.612232	1.05829	2.08142	7.373986
1021	1	-6183.961	-6185.968	2.007012	1.404877	25.21318	0.210247	0.571917	1.04431	2.17353	8.264137
1022	0	-6151.27	-6169.556	18.28582	1.749708	26.52173	0.26145	0.625453	1.06225	2.05085	7.650539
1023	1	-6185.143	-6193.505	8.361944	1.579722	23.91844	0.237379	0.60131	1.05478	2.10653	7.973937
1024	0	-6183.319	-6186.612	3.292801	1.589798	27.03689	0.238867	0.602852	1.05529	2.10299	8.211321
1025	1	-6199.412	-6193.545	-5.867215	1.733755	28.36167	0.259281	0.623345	1.06164	2.05574	8.510776
1026	0	-6150.602	-6172.335	21.73381	1.53203	27.53241	0.230228	0.593802	1.05225	2.12372	7.534607
1027	1	-6173.723	-6167.488	-6.23565	1.780739	25.34393	0.265619	0.62947	1.06339	2.04152	8.590398
1028	0	-6151.729	-6186.823	35.09442	1.446987	31.48113	0.217016	0.579488	1.04715	2.15635	7.072391
1029	1	-6161.648	-6183.524	21.87619	1.909316	27.36603	0.282204	0.645011	1.06755	2.00524	7.527922
1030	0	-6168.541	-6187.552	19.01099	1.451538	31.62841	0.217738	0.580286	1.04744	2.15453	7.579357
1031	1	-6147.462	-6180.624	33.16198	0.9806327	30.18466	0.133073	0.470852	0.996715	2.39936	7.143651
1032	0	-6177.426	-6203.162	25.73557	1.429623	28.27983	0.214243	0.576407	1.04601	2.16334	7.396103
1033	1	-6142.695	-6179.534	36.83941	1.513084	30.37937	0.227337	0.59072	1.05118	2.13076	7.021886
1034	0	-6173.809	-6203.293	29.48404	1.453067	30.73294	0.21798	0.580553	1.04754	2.15392	7.260589
1035	1	-6158.281	-6204.403	46.12139	1.019332	32.1346	0.140795	0.482486	1.00313	2.37359	6.721371
1036	0	-6127.886	-6160.564	32.67795	1.408414	30.05737	0.210821	0.572566	1.04456	2.17205	7.160064
1037	1	-6174.133	-6212.524	38.39126	0.9567153	30.6823	0.128239	0.463343	0.992441	2.41598	6.970826
1038	0	-6123.874	-6175.606	51.7324	1.060433	32.94655	0.148852	0.494192	1.00933	2.34762	6.546358
1039	1	-6167.358	-6181.699	14.34107	1.502383	26.95026	0.22569	0.588953	1.05056	2.1348	7.80233
1040	0	-6128.439	-6176.218	47.77915	1.194326	34.55097	0.174023	0.528271	1.02598	2.27172	6.648889
1041	1	-6178.755	-6194.889	16.13456	1.595237	27.75993	0.239667	0.603677	1.05556	2.1011	7.737841
1042	0	-6130.204	-6165.52	35.31571	1.359002	33.19253	0.202697	0.563271	1.04094	2.19309	7.04003
1043	1	-6159.925	-6180.533	20.60811	1.604421	26.71034	0.241012	0.605062	1.05601	2.09792	7.566262
1044	0	-6150.738	-6185.251	34.51332	1.297275	30.97857	0.19224	0.550923	1.03591	2.22093	7.095363
1045	1	-6168.354	-6181.019	12.66497	1.13338	28.60968	0.162773	0.513473	1.01901	2.30475	7.854152
1046	0	-6184.784	-6197.18	12.39587	1.475879	27.70339	0.221572	0.584492	1.04897	2.14496	7.872879
1047	1	-6161.689	-6184.665	22.97508	1.381751	30.69451	0.206464	0.567613	1.04265	2.18327	7.473058
1048	0	-6166.407	-6164.641	-1.76628	1.3927	24.33955	0.208261	0.569664	1.04345	2.17863	8.405674
1049	1	-6142.485	-6175.427	32.94211	1.397755	30.7263	0.209087	0.570603	1.04381	2.1765	7.148116
1050	0	-6179.626	-6191.027	11.4006	1.526823	28.37154	0.229436	0.592961	1.05196	2.12564	7.9018
1051	1	-6180.885	-6192.642	11.75752	1.641623	26.50504	0.246395	0.610549	1.05776	2.0853	7.896585
1052	0	-6146.585	-6174.894	28.30928	1.281013	26.61449	0.189428	0.547524	1.03448	2.22857	7.27529
1053	1	-6173.948	-6189.71	15.76159	1.781226	28.00507	0.265683	0.629532	1.06341	2.04137	7.750429
1054	0	-6178.834	-6180.425	1.590691	1.614284	25.6918	0.242449	0.606536	1.05648	2.09453	8.282957
1055	1	-6161.638	-6178.037	16.39861	1.38095	28.20058	0.206332	0.567462	1.04259	2.18361	7.726748
1056	0	-6203.329	-6192.334	-10.99488	1.367259	24.92892	0.204069	0.564859	1.04157	2.1895	8.782604
1057	1	-6181.644	-6192.318	10.67383	1.382903	25.49386	0.206653	0.56783	1.04273	2.18278	7.926094
1058	0	-6181.035	-6181.197	0.162045	1.724768	27.45071	0.258051	0.622144	1.06129	2.05852	8.319754
1059	1	-6156.054	-6175.628	19.57406	1.447951	30.90762	0.217169	0.579657	1.04721	2.15596	7.579215
1060	0	-6163.061	-6190.517	27.45517	1.150729	29.31794	0.166011	0.5178	1.02109	2.2951	7.337775
1061	1	-6163.646	-6182.333	18.68673	1.74568	31.25134	0.260904	0.624924	1.0621	2.05208	7.59955
1062	0	-6166.723	-6187.626	20.90361	1.826644	30.09226	0.271665	0.635215	1.06498	2.02814	7.551248
1063	1	-6147.216	-6172.639	25.42327	1.394767	27.23975	0.208599	0.570049	1.04359	2.17776	7.396345
1064	0	-6157.576	-6179.843	22.26622	1.52425	25.8467	0.229044	0.592544	1.05181	2.1266	7.483121
1065	1	-6139.176	-6180.322	41.1457	1.650411	33.2011	0.247651	0.611817	1.05816	2.08238	6.864268
1066	0	-6197.796	-6199.393	1.596748	1.389244	25.07688	0.207695	0.569019	1.0432	2.18009	8.279164
1067	1	-6162.362	-6187.712	25.35047	1.161015	28.67125	0.167917	0.520321	1.02228	2.28948	7.41083
1068	0	-6141.017	-6168.407	27.38966	1.879039	29.55437	0.278395	0.641502	1.06665	2.01346	7.339208
1069	1	-6182.468	-6194.215	11.74698	1.338467	29.14863	0.199256	0.559258	1.03934	2.20215	7.876943
1070	0	-6146.847	-6172.448	25.60153	1.20885	29.75201	0.176653	0.531637	1.02752	2.2642	7.398288
1071	1	-6155.456	-6181.429	25.97251	1.052023	30.42477	0.147216	0.491849	1.00811	2.35282	7.379031
1072	0	-6151.357	-6170.639	19.28228	1.437001	27.6326	0.215424	0.577723	1.0465	2.16036	7.62407
1073	1	-6145.109	-6190.778	45.66904	1.326181	28.77812	0.19718	0.556812	1.03834	2.20766	6.704836
1074	0	-6179.421	-6187.707	8.286091	1.741184	31.0292	0.260293	0.624331	1.06192	2.05345	7.940229
1075	1	-6149.84	-6192.404	42.56408	0.9997307	32.54356	0.1369	0.476671	0.999955	2.38647	6.828804
1076	0	-6146.725	-6172.549	25.82484	1.405246	31.43748	0.210307	0.571985	1.04434	2.17337	7.367681
1077	1	-6125.96	-6186.663	60.7024	1.015936	37.61926	0.140122	0.48149	1.00259	2.3758	6.242049
1078	0	-6167.791	-6180.06	12.26828	1.604613	30.48197	0.24104	0.605091	1.05602	2.09785	7.827888
1079	1	-6124.796	-6187.122	62.32637	0.9898117	36.28427	0.134916	0.473668	0.998291	2.39312	6.216232
1080	0	-6165.021	-6176.504	11.48255	1.669881	27.45388	0.250413	0.61459	1.05902	2.07598	7.907345
1081	1	-6165.711	-6190.31	24.59863	1.749043	26.77783	0.26136	0.625366	1.06222	2.05105	7.418303
1082	0	-6173.155	-6184.539	11.38386	1.401061	25.32148	0.209626	0.571215	1.04404	2.17512	7.894694
1083	1	-6196.348	-6193.43	-2.918698	1.600448	24.74533	0.240431	0.604465	1.05581	2.09929	8.457457
1084	0	-6161.792	-6185.303	23.51127	1.517467	31.62579	0.228008	0.591438	1.05143	2.12912	7.43713
1085	1	-6191.433	-6183.607	-7.826088	1.568155	24.08841	0.235661	0.599521	1.05419	2.11063	8.652665
1086	0	-6149.272	-6183.607	34.33548	1.284127	32.7581	0.189969	0.54818	1.03476	2.2271	7.077892
1087	1	-6186.296	-6187.846	1.54933	1.507681	26.21523	0.226507	0.58983	1.05087	2.13279	8.283646
1088	0	-6168.049	-6184.986	16.93738	1.439646	26.12689	0.215847	0.578192	1.04667	2.15929	7.695063
1089	1	-6164.949	-6181.669	16.72076	1.114661	26.20699	0.159247	0.508697	1.01667	2.31538	7.704779
1090	0	-6177.252	-6192.171	14.91912	1.407725	27.20636	0.21071	0.57244	1.04451	2.17234	7.781886
1091	1	-6165.662	-6178.642	12.98025	1.230045	25.49671	0.180455	0.536444	1.02967	2.25343	7.835686
1092	0	-6182.462	-6188.439	5.976597	1.628498	24.10069	0.244508	0.608636	1.05715	2.0897	8.080076
1093	1	-6156.622	-6171.399	14.77725	1.579502	26.38545	0.237347	0.601276	1.05477	2.10661	7.781301
1094	0	-6191.942	-6193.032	1.090291	1.6903	27.92862	0.25328	0.617445	1.05989	2.06939	8.276071
1095	1	-6163.112	-6191.631	28.51966	1.579135	28.08083	0.237292	0.60122	1.05475	2.10674	7.295715
1096	0	-6172.588	-6187.823	15.23477	1.356079	25.44126	0.202209	0.562705	1.04072	2.19437	7.745842
1097	1	-6172.544	-6180.675	8.130891	1.389387	28.37465	0.207718	0.569046	1.04321	2.18003	8.016991
1098	0	-6164.597	-6196.057	31.46057	1.421212	29.68888	0.212891	0.574894	1.04544	2.16678	7.201428
1099	1	-6155.639	-6176.08	20.44179	1.346689	28.47004	0.200638	0.560876	1.03999	2.1985	7.58286
1100	0	-6159.267	-6185.114	25.84714	1.526747	30.94306	0.229425	0.592949	1.05195	2.12567	7.375686
1101	1	-6174.239	-6178.945	4.706531	1.687833	25.09564	0.252935	0.617103	1.05978	2.07018	8.155434
1102	0	-6166.954	-6200.627	33.67272	1.551034	28.26194	0.2331	0.596836	1.05328	2.11678	7.115166
1103	1	-6162.787	-6158.341	-4.445364	1.593855	27.20826	0.239464	0.603468	1.05549	2.10158	8.493605
1104	0	-6166.898	-6198.679	31.78183	1.123639	26.03536	0.160942	0.511002	1.01781	2.31025	7.123134
1105	1	-6184.699	-6188.44	3.741925	1.546999	25.78251	0.232492	0.596197	1.05307	2.11824	8.199611
1106	0	-6152.363	-6179.145	26.78219	1.388202	34.1112	0.207524	0.568824	1.04312	2.18053	7.270489
1107	1	-6201.714	-6209.015	7.30045	1.429302	24.2157	0.214192	0.57635	1.04599	2.16347	8.029136
1108	0	-6106.104	-6175.139	69.03513	0.807235	34.84049	0.0970973	0.410031	0.95894	2.53393	6.034333
1109	1	-6156.113	-6175.845	19.73231	1.631846	25.10692	0.24499	0.609126	1.05731	2.08857	7.557128
1110	0	-6152.596	-6190.418	37.82225	1.35034	32.33744	0.20125	0.561589	1.04027	2.19689	6.977212
1111	1	-6182.227	-6188.338	6.111336	1.007915	27.94652	0.13853	0.479118	1.0013	2.38105	8.095997
1112	0	-6157.487	-6191.596	34.10895	1.274741	29.92345	0.188337	0.546196	1.03391	2.23155	7.1125
1113	1	-6165.631	-6191.445	25.8144	1.496828	31.72916	0.224832	0.588028	1.05023	2.13691	7.362186
1114	0	-6164.218	-6190.716	26.4983	1.218399	29.5398	0.178371	0.533818	1.0285	2.25931	7.369446
1115	1	-6156.237	-6178.241	22.00443	1.085389	33.22976	0.153669	0.500994	1.01282	2.33251	7.43989
1116	0	-6166.89	-6193.708	26.81834	1.406244	30.23143	0.210469	0.572169	1.04441	2.17296	7.353342
1117	1	-6152.009	-6189.833	37.82414	1.252718	32.47222	0.184477	0.541455	1.03187	2.2422	6.975415
1118	0	-6136.602	-6178.393	41.79124	1.534729	35.38	0.230638	0.594237	1.0524	2.12273	6.80442
1119	1	-6144.86	-6180.547	35.68692	1.210612	29.64491	0.176971	0.532041	1.0277	2.26329	7.058891
1120	0	-6166	-6189.749	23.7484	1.59903	28.41742	0.240223	0.604251	1.05574	2.09978	7.466656
1121	1	-6150.934	-6185.699	34.76517	1.253935	29.56981	0.184691	0.54172	1.03199	2.2416	7.089713
1122	0	-6168.422	-6189.793	21.37113	1.338698	31.099	0.199295	0.559303	1.03936	2.20205	7.517027
1123	1	-6170.556	-6180.522	9.965439	1.522738	29.15186	0.228814	0.592298	1.05173	2.12716	7.937993
1124	0	-6141.183	-6177.533	36.34996	1.281029	34.3533	0.189431	0.547527	1.03448	2.22856	6.984416
1125	1	-6142.057	-6165.775	23.71725	1.315935	27.48381	0.195438	0.554747	1.0375	2.21232	7.462038
1126	0	-6135.466	-6172.17	36.70454	1.303086	31.56058	0.193239	0.552123	1.03641	2.21823	7.020558
1127	1	-6161.781	-6191.204	29.42306	1.132924	31.05315	0.162687	0.513358	1.01895	2.305	7.258721
1128	0	-6132.05	-6171.22	39.17041	1.2354	29.34865	0.181409	0.53764	1.0302	2.25075	6.938525
1129	1	-6152.951	-6178.65	25.69934	1.57055	28.28406	0.236018	0.599893	1.05431	2.10978	7.397406
1130	0	-6153.124	-6179.654	26.53038	1.375719	31.599	0.20547	0.566472	1.04221	2.18585	7.342188
1131	1	-6173.405	-6195.813	22.40757	1.584876	30.4575	0.238141	0.6021	1.05504	2.10472	7.495664
1132	0	-6149.162	-6181.465	32.30356	1.339402	30.09463	0.199414	0.559442	1.03941	2.20173	7.172407
1133	1	-6164.231	-6191.634	27.40341	1.726167	29.09292	0.258243	0.622331	1.06134	2.05808	7.339857
1134	0	-6158.899	-6166.929	8.030295	1.371978	27.5472	0.204851	0.565761	1.04193	2.18746	8.032179
1135	1	-6188.887	-6213.97	25.08287	1.248706	32.80815	0.183769	0.540578	1.03149	2.24416	7.359002
1136	0	-6176.069	-6193.527	17.45844	1.443497	30.15508	0.216461	0.578873	1.04692	2.15774	7.664494
1137	1	-6189.925	-6202.453	12.52788	1.122727	28.43915	0.16077	0.510769	1.01769	2.31077	7.861229
1138	0	-6173.086	-6186.677	13.5904	1.56672	31.37505	0.235448	0.599298	1.05411	2.11114	7.758806
1139	1	-6169.455	-6189.136	19.68026	1.464624	26.6318	0.219806	0.58256	1.04827	2.14936	7.59979
1140	0	-6115.261	-6165.183	49.92226	1.264569	37.85696	0.186559	0.544021	1.03298	2.23644	6.522798
1141	1	-6189.734	-6207.291	17.55683	1.375945	29.43452	0.205507	0.566515	1.04222	2.18576	7.67373
1142	0	-6115.04	-6182.856	67.81525	0.8583408	34.96385	0.107899	0.429603	0.971896	2.4906	6.069365
1143	1	-6143.831	-6176.401	32.56933	1.168263	30.42036	0.169255	0.522079	1.02311	2.28555	7.162231
1144	0	-6133.856	-6176.498	42.64207	1.115199	29.16693	0.159349	0.508836	1.01674	2.31507	6.817337
1145	1	-6172.753	-6200.737	27.98337	1.11069	26.17098	0.158495	0.507669	1.01617	2.31767	7.273802
1146	0	-6113.519	-6160.497	46.97781	1.61814	36.53936	0.243009	0.607108	1.05667	2.09322	6.633483
1147	1	-6143.964	-6180.627	36.66289	1.57029	26.59671	0.235979	0.599853	1.0543	2.10987	6.9607
1148	0	-6129.113	-6162.418	33.30501	1.605434	29.20383	0.24116	0.605214	1.05606	2.09757	7.137672
1149	1	-6152.113	-6168.56	16.44719	1.61454	26.05629	0.242486	0.606574	1.0565	2.09444	7.712525
1150	0	-6139.699	-6182.643	42.94452	1.098044	30.72462	0.156091	0.50436	1.01452	2.32503	6.822578
1151	1	-6152.931	-6183.058	30.12657	1.098101	32.38741	0.156102	0.504375	1.01453	2.325	7.214193
1152	0	-6188.485	-6196.76	8.274603	1.797496	26.32019	0.267842	0.631594	1.06399	2.03658	8.027545
1153	1	-6162.04	-6195.093	33.05281	1.296504	32.13322	0.192108	0.550763	1.03584	2.22129	7.128076
1154	0	-6176.89	-6184.949	8.058089	1.450251	24.89985	0.217534	0.580061	1.04736	2.15504	8.017645
1155	1	-6168.741	-6185.215	16.47403	1.477574	30.15152	0.221837	0.584781	1.04908	2.1443	7.697214
1156	0	-6184.686	-6188.236	3.55062	1.265684	25.32183	0.186755	0.544261	1.03308	2.2359	8.204049
1157	1	-6135.742	-6171.99	36.24767	1.211602	32.64251	0.177149	0.532268	1.0278	2.26278	7.021369
1158	0	-6171.968	-6182.205	10.23655	1.698173	27.9646	0.254378	0.618531	1.06021	2.06688	7.948182
1159	1	-6148.377	-6188.856	40.47865	1.262624	30.92985	0.186218	0.543602	1.0328	2.23738	6.902844
1160	0	-6143.536	-6158.958	15.42266	1.229548	25.42766	0.180367	0.536333	1.02962	2.25368	7.738098
1161	1	-6155.249	-6183.962	28.71316	1.149178	28.58986	0.165722	0.517417	1.02091	2.29595	7.293102
1162	0	-6178.223	-6182.96	4.737082	1.641624	27.97664	0.246395	0.610549	1.05776	2.0853	8.144619
1163	1	-6155.192	-6181.232	26.04041	1.258123	26.09727	0.185428	0.54263	1.03238	2.23956	7.345694
1164	0	-6191.258	-6190.744	-0.514442	1.463338	26.51483	0.219603	0.582338	1.04819	2.14986	8.35948
1165	1	-6160.988	-6175.257	14.26955	1.54949	26.46363	0.232867	0.596592	1.0532	2.11734	7.801391
1166	0	-6201.021	-6197.484	-3.537192	1.388478	25.23927	0.207569	0.568876	1.04314	2.18041	8.484028
1167	1	-6189.318	-6186.853	-2.464668	1.09196	26.4201	0.154929	0.502749	1.01371	2.32861	8.434318
1168	0	-6207.006	-6205.43	-1.576784	2.132187	26.27834	0.308559	0.668372	1.07297	1.9501	8.402272
1169	1	-6176.305	-6192.643	16.33731	1.440207	29.66834	0.215936	0.578292	1.04671	2.15906	7.711187
1170	0	-6178.094	-6194.201	16.10681	1.524963	29.77881	0.229153	0.592659	1.05185	2.12633	7.716913
1171	1	-6172.157	-6198.786	26.62845	1.104304	26.76926	0.157283	0.506005	1.01534	2.32137	7.342297
1172	0	-6204.957	-6196.446	-8.510412	1.332689	24.69844	0.198281	0.558112	1.03887	2.20473	8.683475
1173	1	-6158.929	-6187.9	28.97112	1.574403	30.78806	0.236591	0.60049	1.05451	2.10841	7.276638
1174	0	-6188.066	-6185.998	-2.067602	2.373647	22.07119	0.33414	0.689652	1.07704	1.89917	8.333065
1175	1	-6192.662	-6204.771	12.10877	1.650101	27.46142	0.247607	0.611773	1.05814	2.08248	7.884505
1176	0	-6196.458	-6187.336	-9.122712	1.673089	27.69129	0.250866	0.615042	1.05915	2.07494	8.65004
1177	1	-6186.022	-6204.606	18.58415	1.411168	29.88675	0.211268	0.57307	1.04475	2.17091	7.631941
1178	0	-6159.955	-6174.314	14.35866	1.351233	27.26656	0.201399	0.561763	1.04034	2.19649	7.802571
1179	1	-6124.488	-6161.312	36.82428	1.025993	29.49589	0.142111	0.484428	1.00418	2.36928	7.019587
1180	0	-6157.212	-6177.428	20.21564	1.447721	24.41905	0.217132	0.579617	1.0472	2.15605	7.506707
1181	1	-6170.92	-6201.264	30.34425	1.54858	30.39552	0.23273	0.596448	1.05315	2.11767	7.235566
1182	0	-6173.846	-6187.779	13.93284	1.575464	25.97254	0.236748	0.600654	1.05456	2.10804	7.807702
1183	1	-6174.084	-6196.79	22.70584	1.800805	29.99813	0.268279	0.63201	1.0641	2.03561	7.49262
1184	0	-6169.468	-6174.157	4.689413	1.161365	23.71912	0.167982	0.520407	1.02233	2.28929	8.120195
1185	1	-6160.119	-6190.917	30.79801	1.090394	31.31987	0.154629	0.502332	1.0135	2.32954	7.211104
1186	0	-6151.784	-6166.121	14.33771	1.137008	25.6908	0.163452	0.514386	1.01945	2.30271	7.786785
1187	1	-6160.978	-6189.43	28.45112	1.245022	29.9551	0.183117	0.539769	1.03113	2.24598	7.301379
1188	0	-6181.794	-6201.601	19.80608	1.495055	28.02194	0.224558	0.587731	1.05013	2.13758	7.606016
1189	1	-6152.243	-6195.334	43.09087	1.420759	32.26284	0.212818	0.574812	1.04541	2.16696	6.814827
1190	0	-6177.421	-6185.742	8.321236	1.362521	25.15944	0.203282	0.56395	1.04121	2.19155	8.012675
1191	1	-6166.918	-6194.608	27.68971	1.159339	28.12498	0.167607	0.519913	1.02209	2.29039	7.325691
1192	0	-6175.35	-6185.582	10.23257	1.70566	30.25459	0.255417	0.619557	1.06052	2.06451	7.90131
1193	1	-6151.098	-6174.591	23.49304	1.346278	27.96445	0.200569	0.560795	1.03996	2.19868	7.474136
1194	0	-6177.147	-6201.165	24.01856	1.359515	27.26552	0.202782	0.56337	1.04098	2.19286	7.44828
1195	1	-6193.339	-6193.562	0.2228591	1.528331	25.89939	0.229666	0.593205	1.05204	2.12509	8.335826
1196	0	-6164.654	-6197.456	32.80167	0.9702265	29.9119	0.130976	0.467616	0.994886	2.40652	7.156201
1197	1	-6147.55	-6168.659	21.10834	1.224818	28.45526	0.179522	0.53527	1.02915	2.25606	7.559482
1198	0	-6177.348	-6186.752	9.403156	1.553063	29.83733	0.233404	0.597157	1.05339	2.11605	7.940468
1199	1	-6157.141	-6194.657	37.51603	0.8994374	34.58503	0.116478	0.444289	0.981111	2.45812	6.945133
1200	0	-6160.016	-6181.619	21.60369	1.754743	30.47627	0.262131	0.626113	1.06244	2.04932	7.521729
1201	1	-6151.608	-6170.981	19.37323	1.361493	26.67403	0.203111	0.563752	1.04113	2.192	7.61196
1202	0	-6138.382	-6172.244	33.86186	1.361624	30.48718	0.203133	0.563777	1.04114	2.19195	7.11946
1203	1	-6165.475	-6179.638	14.16304	1.388496	26.55035	0.207572	0.568879	1.04314	2.18041	7.806254
1204	0	-6143.62	-6198.035	54.41472	0.9909557	29.9238	0.135146	0.474016	0.998485	2.39235	6.433918
1205	1	-6166.757	-6174.249	7.491683	1.486218	25.33391	0.223186	0.586246	1.0496	2.14097	8.0486
1206	0	-6154.487	-6196.073	41.58535	1.336235	28.92184	0.19888	0.558816	1.03916	2.20315	6.849444
1207	1	-6162.022	-6181.65	19.62867	1.325628	26.40232	0.197086	0.556701	1.0383	2.20791	7.597753
1208	0	-6151.297	-6183.718	32.42045	1.497259	29.07103	0.224899	0.5881	1.05026	2.13674	7.167285
1209	1	-6133.647	-6169.947	36.30006	1.067616	30.07825	0.150244	0.496173	1.01036	2.34322	7.039588
1210	0	-6160.773	-6197.59	36.81702	1.515929	31.04914	0.227773	0.591186	1.05134	2.1297	7.020636
1211	1	-6153.503	-6177.743	24.23993	1.356947	26.97608	0.202354	0.562874	1.04079	2.19399	7.435495
1212	0	-6167.548	-6195.487	27.93919	1.393932	33.15243	0.208462	0.569893	1.04353	2.17811	7.263305
1213	1	-6171.393	-6204.517	33.12381	1.286142	28.99489	0.190318	0.548603	1.03494	2.22614	7.142565
1214	0	-6142.606	-6190.322	47.71626	1.226843	34.19153	0.179884	0.535726	1.02935	2.25504	6.655745
1215	1	-6170.643	-6190.019	19.37628	1.359425	31.36362	0.202767	0.563353	1.04098	2.1929	7.574684
1216	0	-6155.782	-6194.237	38.4552	1.016615	31.67338	0.140257	0.481689	1.0027	2.37535	6.964239
1217	1	-6173.882	-6188.584	14.70198	1.446735	28.54525	0.216976	0.579443	1.04713	2.15645	7.783673
1218	0	-6151.052	-6182.019	30.96752	1.027851	30.47411	0.142477	0.484966	1.00447	2.36809	7.214495
1219	1	-6167.431	-6185.381	17.95028	0.8893467	27.38353	0.114382	0.440765	0.978939	2.46591	7.671463
1220	0	-6165.341	-6175.337	9.995777	1.395693	27.92371	0.20875	0.570221	1.04366	2.17737	7.957261
1221	1	-6163.038	-6193.493	30.45441	1.319647	28.83816	0.19607	0.555498	1.03781	2.21063	7.233874
1222	0	-6178.68	-6190.387	11.70751	1.837096	25.98553	0.273022	0.636492	1.06532	2.02516	7.893551
1223	1	-6172.62	-6196.813	24.19246	1.395553	27.73536	0.208727	0.570195	1.04365	2.17743	7.447353
1224	0	-6197.07	-6194.062	-3.008691	1.473568	27.2991	0.22121	0.584097	1.04883	2.14586	8.438788
1225	1	-6177.653	-6186.339	8.685822	1.469203	26.62177	0.220526	0.583349	1.04856	2.14756	8.012616
1226	0	-6212.833	-6197.831	-15.00219	1.893173	23.73829	0.28018	0.643151	1.06707	2.0096	8.950459
1227	1	-6149.498	-6169.266	19.76856	1.264749	26.20909	0.186591	0.54406	1.033	2.23635	7.588527
1228	0	-6197.317	-6201.043	3.725355	1.259165	23.39863	0.185611	0.542855	1.03248	2.23906	8.148031
1229	1	-6149.411	-6170.478	21.06668	1.263675	30.52909	0.186403	0.543829	1.0329	2.23687	7.538381
1230	0	-6184.767	-6207.354	22.58751	1.679588	27.73621	0.25178	0.615954	1.05943	2.07283	7.505226
1231	1	-6169.122	-6190.11	20.98827	1.445998	25.47698	0.216859	0.579314	1.04709	2.15674	7.520931
1232	0	-6217.558	-6213.841	-3.716872	1.275747	22.64503	0.188512	0.54641	1.034	2.23107	8.437891
1233	1	-6181.136	-6179.415	-1.721308	1.462258	22.61443	0.219433	0.582151	1.04813	2.15029	8.348241
1234	0	-6165.008	-6178.72	13.71253	1.46435	26.56882	0.219763	0.582513	1.04826	2.14947	7.823377
1235	1	-6191.025	-6178.603	-12.42251	1.67737	26.41403	0.251468	0.615643	1.05934	2.07355	8.811388
1236	0	-6179.542	-6197.043	17.50058	1.673338	27.1027	0.250901	0.615077	1.05916	2.07486	7.686322
1237	1	-6169.763	-6174.962	5.199261	1.812899	27.39372	0.269869	0.633519	1.06452	2.0321	8.136982
1238	0	-6172.659	-6200.862	28.20283	1.434048	29.67911	0.214952	0.577197	1.0463	2.16155	7.311201
1239	1	-6170.259	-6190.872	20.61286	1.453092	27.90924	0.217984	0.580558	1.04754	2.15391	7.577008
1240	0	-6163.582	-6198.99	35.40738	1.42373	31.02476	0.213296	0.575348	1.04561	2.16575	7.066201
1241	1	-6168.796	-6183.591	14.79421	1.240296	27.20545	0.182279	0.538726	1.03068	2.24832	7.786476
1242	0	-6151.879	-6175.199	23.31988	1.231874	26.47219	0.180782	0.536854	1.02985	2.25251	7.459599
1243	1	-6140.081	-6155.807	15.72584	1.723493	28.74825	0.257876	0.621972	1.06124	2.05892	7.745666
1244	0	-6191.341	-6193.728	2.386662	1.652426	30.34137	0.247938	0.612107	1.05825	2.08171	8.157401
1245	1	-6168.394	-6183.096	14.70212	1.305426	25.33649	0.193641	0.552603	1.03661	2.21714	7.764053
1246	0	-6147.217	-6174.806	27.58916	1.440417	27.1532	0.21597	0.578329	1.04672	2.15898	7.315125
1247	1	-6158.847	-6183.412	24.5646	1.124755	27.64907	0.161152	0.511286	1.01795	2.30962	7.43308
1248	0	-6154.453	-6178.91	24.4577	1.294893	27.10736	0.19183	0.550429	1.0357	2.22204	7.429704
1249	1	-6162.71	-6176.62	13.90943	1.562074	25.30599	0.234754	0.598573	1.05387	2.1128	7.794552
1250	0	-6166.047	-6191.13	25.08393	1.604918	32.02529	0.241084	0.605137	1.05603	2.09775	7.378596
1251	1	-6140.853	-6162.839	21.98589	1.147726	29.26178	0.165452	0.517058	1.02073	2.29676	7.5248
1252	0	-6147.032	-6184.357	37.32521	1.290637	31.01436	0.191095	0.549543	1.03533	2.22403	7.004434
1253	1	-6197.458	-6202.741	5.283025	1.583408	26.07317	0.237924	0.601876	1.05497	2.10523	8.141028
1254	0	-6132.641	-6179.047	46.4061	1.22957	31.12989	0.180371	0.536338	1.02962	2.25367	6.712144
1255	1	-6186.322	-6190.512	4.190694	1.450732	25.92967	0.21761	0.580145	1.04739	2.15485	8.182703
