Iteration	Posterior	Likelihood	Prior	br_len_lambda	tree_length
4320	-1014.766	-1058.772	44.00564	24.96684	3.607158
4330	-1030.804	-1072.285	41.48097	27.71612	3.686206
4340	-1024.535	-1057.612	33.07733	29.92968	3.928588
4350	-1046.221	-1072.827	26.60654	18.97447	4.323434
4360	-1021.522	-1068.48	46.9572	26.45007	3.493716
4370	-1039.684	-1073.486	33.80229	26.51236	3.989824
4380	-1032.675	-1073.847	41.17162	27.24243	3.703755
4390	-1036.796	-1067.526	30.73006	23.12687	4.163003
4400	-1037.594	-1065.631	28.03747	22.62181	4.284759
4410	-1018.495	-1054.969	36.4735	25.39409	3.904528
4420	-1007.319	-1050.297	42.97801	24.41373	3.646494
4430	-1038.226	-1070.875	32.64855	20.63596	4.061009
4440	-1033.252	-1066.595	33.34331	20.71388	4.029088
4450	-1054.162	-1078.88	24.71752	21.07897	4.445454
4460	-1047.406	-1075.231	27.82473	24.57452	4.263863
4470	-1039.425	-1067.883	28.45875	22.81789	4.264446
4480	-1035.281	-1065.152	29.87055	21.85922	4.205189
4490	-1025.289	-1055.351	30.06241	20.04732	4.175098
4500	-1033.749	-1061.717	27.96792	21.38199	4.292354
4510	-1027.43	-1058.103	30.67237	23.30085	4.164102
4520	-1025.936	-1062.97	37.03396	23.79533	3.891671
4530	-1037.911	-1065.992	28.08073	19.00411	4.246774
4540	-1030.221	-1063.662	33.44061	25.58137	4.020899
4550	-1044.727	-1077.203	32.47577	25.362	4.062511
4560	-1028.226	-1063.294	35.06806	24.21161	3.971999
4570	-1020.892	-1063.921	43.02966	22.18452	3.612018
4580	-1030.627	-1073.841	43.21409	28.22888	3.61721
4590	-1025.699	-1069.96	44.26044	25.20518	3.597613
4600	-1036.429	-1068.409	31.9796	22.33995	4.110442
4610	-1020.948	-1063.794	42.84642	25.10979	3.653705
4620	-1043.628	-1073.136	29.50751	23.90218	4.206447
4630	-1039.036	-1069.041	30.00508	25.14454	4.164415
4640	-1030.688	-1082.65	51.96234	30.79972	3.289053
